sales_item_id,order_id,transaction_date,region,distributor_id,sku_id,units_ordered,units_sold,unit_price,total_item_revenue,delivery_status
SLS-500146,SO-700145,2025-07-06,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,100,100,120.0,11520.0,DELIVERED
SLS-500147,SO-700146,2025-07-06,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,176,176,120.0,20275.2,DELIVERED
SLS-500148,SO-700147,2025-07-06,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,147,147,120.0,16934.4,DELIVERED
SLS-500149,SO-700148,2025-07-06,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,294,294,150.0,42336.0,DELIVERED
SLS-500150,SO-700149,2025-07-06,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-5520,190,190,110.0,20064.0,DELIVERED
SLS-500151,SO-700150,2025-07-06,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,304,304,85.0,24806.4,DELIVERED
SLS-500152,SO-700151,2025-07-06,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,195,195,120.0,22464.0,DELIVERED
SLS-500153,SO-700152,2025-07-06,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,91,91,85.0,7425.6,DELIVERED
SLS-500154,SO-700153,2025-07-06,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,125,125,150.0,18000.0,DELIVERED
SLS-500155,SO-700154,2025-07-06,NA-West,DIST-CAL-ENTERPRISE,SKU-9930,228,228,150.0,32832.0,DELIVERED
SLS-500156,SO-700155,2025-07-06,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,186,186,120.0,21427.2,DELIVERED
SLS-500157,SO-700156,2025-07-07,NA-East,DIST-EMPIRE-IND,SKU-2205,238,238,65.0,14851.2,DELIVERED
SLS-500158,SO-700157,2025-07-07,NA-East,DIST-TRI-STATE-OPS,SKU-8821,172,172,120.0,19814.4,DELIVERED
SLS-500159,SO-700158,2025-07-07,NA-East,DIST-COASTAL-WHOLESALE,SKU-9930,174,174,150.0,25056.0,DELIVERED
SLS-500160,SO-700159,2025-07-07,NA-East,DIST-SUNBELT-PARTS,SKU-9930,158,158,150.0,22752.0,DELIVERED
SLS-500161,SO-700160,2025-07-07,NA-East,DIST-TRI-STATE-OPS,SKU-8821,132,132,120.0,15206.4,DELIVERED
SLS-500162,SO-700161,2025-07-07,NA-East,DIST-APEX-EAST,SKU-8821,282,282,120.0,32486.4,DELIVERED
SLS-500163,SO-700162,2025-07-07,NA-East,DIST-TRI-STATE-OPS,SKU-2205,154,154,65.0,9609.6,DELIVERED
SLS-500164,SO-700163,2025-07-07,NA-East,DIST-SUNBELT-PARTS,SKU-2205,88,88,65.0,5491.2,DELIVERED
SLS-500165,SO-700164,2025-07-07,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-2205,189,189,65.0,11793.6,DELIVERED
SLS-500166,SO-700165,2025-07-07,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,265,265,120.0,30528.0,DELIVERED
SLS-500167,SO-700166,2025-07-07,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,341,341,120.0,39283.2,DELIVERED
SLS-500168,SO-700167,2025-07-07,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,147,147,110.0,15523.2,DELIVERED
SLS-500169,SO-700168,2025-07-07,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,222,222,110.0,23443.2,DELIVERED
SLS-500170,SO-700169,2025-07-07,NA-Central,DIST-MIDWEST-DIRECT,SKU-9930,306,306,150.0,44064.0,DELIVERED
SLS-500171,SO-700170,2025-07-07,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,248,248,120.0,28569.6,DELIVERED
SLS-500172,SO-700171,2025-07-07,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,203,203,120.0,23385.6,DELIVERED
SLS-500173,SO-700172,2025-07-07,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,327,327,150.0,47088.0,DELIVERED
SLS-500174,SO-700173,2025-07-07,NA-West,DIST-CAL-ENTERPRISE,SKU-5520,233,233,110.0,24604.8,DELIVERED
SLS-500175,SO-700174,2025-07-07,NA-West,DIST-CAL-ENTERPRISE,SKU-5520,162,162,110.0,17107.2,DELIVERED
SLS-500176,SO-700175,2025-07-07,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,117,117,120.0,13478.4,DELIVERED
SLS-500177,SO-700176,2025-07-07,NA-West,DIST-PACIFIC-LOGISTICS,SKU-2205,175,175,65.0,10920.0,DELIVERED
SLS-500178,SO-700177,2025-07-07,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,142,142,85.0,11587.2,DELIVERED
SLS-500179,SO-700178,2025-07-07,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,152,152,120.0,17510.4,DELIVERED
SLS-500180,SO-700179,2025-07-07,NA-West,DIST-CAL-ENTERPRISE,SKU-9930,223,223,150.0,32112.0,DELIVERED
SLS-500181,SO-700180,2025-07-08,NA-East,DIST-TRI-STATE-OPS,SKU-8821,106,106,120.0,12211.2,DELIVERED
SLS-500182,SO-700181,2025-07-08,NA-East,DIST-TRI-STATE-OPS,SKU-5520,84,84,110.0,8870.4,DELIVERED
SLS-500183,SO-700182,2025-07-08,NA-East,DIST-TRI-STATE-OPS,SKU-8821,143,143,120.0,16473.6,DELIVERED
SLS-500184,SO-700183,2025-07-08,NA-East,DIST-TRI-STATE-OPS,SKU-8821,115,115,120.0,13248.0,DELIVERED
SLS-500185,SO-700184,2025-07-08,NA-East,DIST-MIDATL-SUPPLY,SKU-8821,276,276,120.0,31795.2,DELIVERED
SLS-500186,SO-700185,2025-07-08,NA-East,DIST-MIDATL-SUPPLY,SKU-8821,249,249,120.0,28684.8,DELIVERED
SLS-500187,SO-700186,2025-07-08,NA-East,DIST-APEX-EAST,SKU-4410,189,189,85.0,15422.4,DELIVERED
SLS-500188,SO-700187,2025-07-08,NA-East,DIST-TRI-STATE-OPS,SKU-5520,135,135,110.0,14256.0,DELIVERED
SLS-500189,SO-700188,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,71,71,120.0,8179.2,DELIVERED
SLS-500190,SO-700189,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,182,182,85.0,14851.2,DELIVERED
SLS-500191,SO-700190,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,160,160,120.0,18432.0,DELIVERED
SLS-500192,SO-700191,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-2205,81,81,65.0,5054.4,DELIVERED
SLS-500193,SO-700192,2025-07-08,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,179,179,120.0,20620.8,DELIVERED
SLS-500194,SO-700193,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-2205,87,87,65.0,5428.8,DELIVERED
SLS-500195,SO-700194,2025-07-08,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,297,297,85.0,24235.2,DELIVERED
SLS-500196,SO-700195,2025-07-08,NA-Central,DIST-MIDWEST-DIRECT,SKU-9930,324,324,150.0,46656.0,DELIVERED
SLS-500197,SO-700196,2025-07-08,NA-Central,DIST-MIDWEST-DIRECT,SKU-5520,306,306,110.0,32313.6,DELIVERED
SLS-500198,SO-700197,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,174,174,120.0,20044.8,DELIVERED
SLS-500199,SO-700198,2025-07-08,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,106,106,120.0,12211.2,DELIVERED
